許可證字號,形狀,顏色
衛部藥輸字第028024號,圓形,白
衛部藥輸字第028025號,四邊形,藍
衛部藥輸字第028029號,圓形,白
衛部藥輸字第028031號,橢圓形,白
衛部藥輸字第028047號,膠囊,藍;;;黃
衛部藥輸字第028055號,四邊形,黃
衛部藥輸字第028061號,圓形,白
衛部藥輸字第028062號,橢圓形,黃
衛部藥輸字第028063號,圓形,白
衛部藥輸字第028064號,橢圓形,白
衛部藥輸字第028065號,圓形,白
衛部藥輸字第028072號,圓形,白
衛部藥輸字第028080號,圓形,黑
衛部藥輸字第028083號,橢圓形,黃
衛部藥輸字第028086號,膠囊,藍;;;綠
衛部藥輸字第028087號,膠囊,藍;;;白
衛部藥輸字第028089號,橢圓形,白
衛部藥輸字第028097號,橢圓形,黃
衛部藥輸字第028106號,橢圓形,白
衛部藥輸字第028107號,圓形,白;;;白
衛部藥輸字第028108號,圓形,紅;;;紅
衛部藥輸字第028109號,圓形,黃;;;黃
衛部藥輸字第028115號,圓形,白
衛部藥輸字第028116號,圓形,白
衛部藥輸字第028117號,圓形,白
衛部藥輸字第028120號,其他,黃
衛部藥輸字第028145號,圓形,黃
衛部藥輸字第028149號,橢圓形,白
衛部藥輸字第028152號,橢圓形,粉
衛部藥輸字第028160號,膠囊;;;膠囊,白;;;白;;;白
衛部藥輸字第028171號,水滴形,黃
衛部藥輸字第028172號,顆粒劑、粉劑或散劑,白;;;粉
衛部藥輸字第028181號,圓形,白
衛部藥輸字第028182號,圓形,白
衛部藥輸字第028188號,顆粒劑、粉劑或散劑,白;;;粉
衛部藥輸字第028189號,圓形,黃
衛部藥輸字第028192號,圓形,粉
衛部藥輸字第028193號,橢圓形,黃
衛部藥輸字第028198號,膠囊,白
衛部藥輸字第028206號,四邊形,紅
衛部藥輸字第028208號,四邊形,橘
衛部藥輸字第028209號,四邊形,橘
衛部藥輸字第028210號,四邊形,白
衛部藥輸字第028211號,顆粒劑、粉劑或散劑,白;;;藍
衛部藥輸字第028219號,橢圓形,白
衛部藥輸字第028220號,圓形,藍
衛部藥輸字第028231號,圓形,黃
衛部藥輸字第028234號,圓形,粉
衛部藥輸字第028235號,橢圓形,粉
衛部藥輸字第028241號,圓形,黃
衛部藥輸字第028252號,四邊形,白
衛部藥輸字第028258號,圓形,白
衛部藥輸字第028282號,膠囊,白
衛部藥輸字第028283號,膠囊,橘;;;白
衛部藥輸字第028284號,膠囊,紅;;;白
衛部藥輸字第028291號,橢圓形,黃
衛部藥輸字第028296號,其他,紫
衛部藥輸字第028299號,圓形,白
衛部藥輸字第028305號,圓形;;;圓形,粉;;;白
衛部藥輸字第028306號,膠囊,藍;;;綠
衛部藥輸字第028307號,膠囊,藍;;;白
衛部藥輸字第028311號,膠囊,紅;;;紅
衛部藥輸字第028316號,其他,綠
衛部藥輸字第028325號,橢圓形,紅;;;紅
衛部藥輸字第028326號,橢圓形,黃;;;黃
衛部藥輸字第028331號,膠囊,灰;;;灰
衛部藥輸字第028332號,膠囊,藍;;;藍
衛部藥輸字第028350號,橢圓形,黃
衛部藥輸字第028352號,膠囊,粉;;;白
衛部藥輸字第028353號,圓形,黃
衛部藥輸字第028365號,膠囊,白
衛部藥輸字第028373號,橢圓形,紅
衛部藥輸字第028374號,橢圓形,棕
衛部藥輸字第028376號,膠囊,黃
衛部藥輸字第028393號,膠囊,藍
衛部藥輸字第028397號,橢圓形,白
衛部藥輸字第028403號,膠囊,粉;;;白
衛部藥輸字第028404號,膠囊,白
衛部藥輸字第028406號,膠囊,白;;;白
衛部藥輸字第028417號,膠囊,粉;;;白
衛部藥輸字第028418號,橢圓形,粉
衛部藥輸字第028419號,圓形,粉
衛部藥輸字第028422號,膠囊,灰;;;灰
衛部藥輸字第028423號,膠囊,灰;;;橘
衛部藥輸字第028424號,膠囊,橘;;;橘
衛部藥輸字第028425號,膠囊,白;;;白
衛部藥輸字第028428號,橢圓形,黃
衛部藥輸字第028434號,圓形,黃
衛部藥輸字第028437號,圓形,灰
衛部藥輸字第028441號,圓形,棕
衛部藥輸字第028448號,圓形,灰
衛部藥輸字第028450號,橢圓形,白
衛部藥輸字第028451號,橢圓形,白
衛部藥輸字第028453號,膠囊,白;;;白
衛部藥輸字第028469號,,
衛部藥輸字第028471號,,
衛部藥輸字第028472號,圓形,白
衛署藥製字第018569號,圓形,黃
衛署藥製字第018620號,膠囊,藍;;;藍
衛署藥製字第018646號,圓形,藍
衛署藥製字第018649號,圓形,橘
衛署藥製字第018659號,圓形,黃
衛署藥製字第018660號,橢圓形,白
衛署藥製字第018696號,圓形,黃
衛署藥製字第018705號,圓形,白
衛署藥製字第018719號,圓形,橘
衛署藥製字第018726號,橢圓形,粉
衛署藥製字第018769號,圓形,黃
衛署藥製字第018789號,膠囊,藍;;;黃
衛署藥製字第018840號,圓形,白
衛署藥製字第018873號,圓形,白
衛署藥製字第018887號,圓形,白
衛署藥製字第018892號,圓形,白
衛署藥製字第018895號,膠囊,棕;;;粉
衛署藥製字第018916號,圓形,白
衛署藥製字第018920號,圓形,白
衛署藥製字第018949號,圓形,黃
衛署藥製字第019033號,膠囊,藍;;;粉
衛署藥製字第019072號,膠囊,紅;;;黃
衛署藥製字第019115號,圓形,白
衛署藥製字第019137號,圓形,粉
衛署藥製字第019154號,圓形,白
衛署藥製字第019177號,圓形,白
衛署藥製字第019192號,圓形,粉
衛署藥製字第019210號,圓形,棕
衛署藥製字第019247號,圓形,白
衛署藥製字第019254號,膠囊,紅;;;白
衛署藥製字第019263號,圓形,白
衛署藥製字第019337號,圓形,黃
衛署藥製字第019359號,圓形,白
衛署藥製字第019360號,圓形,粉
衛署藥製字第019418號,圓形,粉
衛署藥製字第019419號,膠囊,藍;;;黃
衛署藥製字第019420號,橢圓形,黃
衛署藥製字第019421號,橢圓形,黃
衛署藥製字第019423號,,
衛署藥製字第019424號,,
衛署藥製字第019445號,圓形,白
衛署藥製字第019461號,圓形,黃
衛署藥製字第019462號,圓形,白
衛署藥製字第019485號,圓形,白
衛署藥製字第019495號,圓形,橘
衛署藥製字第019503號,圓形,粉
衛署藥製字第019522號,圓形,黃
衛署藥製字第019548號,圓形,白
衛署藥製字第019556號,圓形,白
衛署藥製字第019557號,圓形,粉
衛署藥製字第019573號,圓形,白
衛署藥製字第019595號,膠囊,黑;;;黃
衛署藥製字第019596號,圓形,白
衛署藥製字第019610號,圓形,黃
衛署藥製字第019617號,圓形,白
衛署藥製字第019620號,圓形,黃
衛署藥製字第019624號,圓形,黃
衛署藥製字第019625號,膠囊,橘;;;白
衛署藥製字第019627號,圓形,紅
衛署藥製字第019639號,圓形,紅
衛署藥製字第019640號,圓形,白
衛署藥製字第019643號,圓形,白
衛署藥製字第019649號,圓形,白
衛署藥製字第019650號,圓形,白
衛署藥製字第019656號,橢圓形,藍
衛署藥製字第019665號,圓形,藍
衛署藥製字第019706號,圓形,白
衛署藥製字第019722號,,
衛署藥製字第019749號,圓形,黃
衛署藥製字第019769號,膠囊,綠;;;灰
衛署藥製字第019857號,液劑(包含糖漿用粉劑),棕
衛署藥製字第019864號,四邊形,白
衛署藥製字第019865號,圓形,白
衛署藥製字第019875號,圓形,粉
衛署藥製字第019895號,圓形,紅
衛署藥製字第019970號,膠囊,橘;;;黃
衛署藥製字第019982號,膠囊,藍;;;藍綠
衛署藥製字第019983號,膠囊,紅;;;白
衛署藥製字第019984號,膠囊,紅;;;紅
衛署藥製字第019987號,圓形,綠
衛署藥製字第020008號,圓形,白
衛署藥製字第020019號,膠囊,棕;;;黃
衛署藥製字第020022號,圓形,粉
衛署藥製字第020037號,圓形,粉
衛署藥製字第020046號,圓形,白
衛署藥製字第020058號,膠囊,綠;;;灰
衛署藥製字第020059號,膠囊,綠;;;灰
衛署藥製字第020069號,膠囊,綠;;;黃
衛署藥製字第020084號,圓形,白
衛署藥製字第020092號,圓形,白
衛署藥製字第020096號,膠囊,綠;;;白
衛署藥製字第020101號,圓形,藍
衛署藥製字第020103號,圓形,橘
衛署藥製字第020111號,圓形,粉
衛署藥製字第020112號,圓形,黃
衛署藥製字第020113號,圓形,白
衛署藥製字第020114號,圓形,黃
衛署藥製字第020115號,圓形,白
衛署藥製字第020116號,圓形,橘
衛署藥製字第020137號,圓形,白
衛署藥製字第020174號,圓形,白
衛署藥製字第020285號,膠囊,藍;;;白
衛署藥製字第020286號,圓形,黃
衛署藥製字第020287號,圓形,白
衛署藥製字第020291號,圓形,白
衛署藥製字第020323號,圓形,粉;;;白
衛署藥製字第020333號,圓形,黃
衛署藥製字第020368號,圓形,黃
衛署藥製字第020405號,膠囊,黑;;;紅
衛署藥製字第020418號,液劑(包含糖漿用粉劑),白
衛署藥製字第020420號,圓形,粉
衛署藥製字第020435號,圓形,黃
衛署藥製字第020485號,橢圓形,黃
衛署藥製字第020489號,圓形,白
衛署藥製字第020500號,四邊形,粉
衛署藥製字第020549號,膠囊,黃;;;白
衛署藥製字第020574號,顆粒劑、粉劑或散劑,白
衛署藥製字第020578號,膠囊,橘;;;橘
衛署藥製字第020707號,橢圓形,黃
衛署藥製字第020715號,圓形,白
衛署藥製字第020849號,圓形,紫
衛署藥製字第020854號,圓形,藍
衛署藥製字第020857號,膠囊,藍;;;藍
衛署藥製字第020860號,圓形,白
衛署藥製字第020871號,橢圓形,紅
衛署藥製字第020873號,圓形,綠
衛署藥製字第020874號,圓形,紅
衛署藥製字第020894號,圓形,綠
衛署藥製字第020900號,圓形,棕
衛署藥製字第020911號,圓形,藍
衛署藥製字第020976號,膠囊,藍;;;黃
衛署藥製字第021009號,圓形,白
衛署藥製字第021044號,圓形,粉;;;白
衛署藥製字第021063號,膠囊,綠;;;灰
衛署藥製字第021090號,膠囊,綠;;;灰
衛署藥製字第021111號,液劑(包含糖漿用粉劑),綠
衛署藥製字第021117號,膠囊,藍;;;綠
衛署藥製字第021136號,橢圓形,棕
衛署藥製字第021167號,圓形,綠
衛署藥製字第021174號,四邊形;;;四邊形,綠;;;綠
衛署藥製字第021196號,圓形,白
衛署藥製字第021199號,膠囊,白;;;白
衛署藥製字第021238號,圓形,白
衛署藥製字第021243號,六邊形,白
衛署藥製字第021256號,液劑(包含糖漿用粉劑),棕
衛署藥製字第021265號,膠囊,棕
衛署藥製字第021298號,膠囊,紅;;;黃
衛署藥製字第021326號,膠囊,綠;;;灰
衛署藥製字第021328號,膠囊,紅;;;粉
衛署藥製字第021399號,橢圓形,橘
衛署藥製字第021406號,圓形,黃
衛署藥製字第021462號,橢圓形,白
衛署藥製字第021495號,圓形,白
衛署藥製字第021514號,圓形,白
衛署藥製字第021529號,圓形,粉
衛署藥製字第021539號,膠囊,黃;;;白
衛署藥製字第021606號,膠囊,綠;;;灰
衛署藥製字第021635號,圓形,白
衛署藥製字第021640號,圓形,白
衛署藥製字第021652號,液劑(包含糖漿用粉劑),紫
衛署藥製字第021674號,圓形,黃
衛署藥製字第021678號,液劑(包含糖漿用粉劑),棕
衛署藥製字第021681號,圓形,橘
衛署藥製字第021754號,圓形,白
衛署藥製字第021755號,圓形,白
衛署藥製字第021758號,膠囊,白;;;白
衛署藥製字第021780號,膠囊,黃;;;黃
衛署藥製字第021792號,圓形,藍
衛署藥製字第021806號,圓形,白
衛署藥製字第021815號,圓形,綠
衛署藥製字第021819號,膠囊,綠;;;白
衛署藥製字第032043號,液劑(包含糖漿用粉劑),棕
衛署藥製字第032044號,液劑(包含糖漿用粉劑),棕
衛署藥製字第032053號,圓形,白
衛署藥製字第032111號,圓形,黃
衛署藥製字第032112號,圓形,白
衛署藥製字第032113號,圓形,白
衛署藥製字第032114號,圓形,藍
衛署藥製字第032137號,膠囊,紫;;;黃
衛署藥製字第032208號,顆粒劑、粉劑或散劑,橘
衛署藥製字第032244號,顆粒劑、粉劑或散劑,橘
衛署藥製字第032250號,圓形,白
衛署藥製字第032261號,膠囊,綠;;;灰
衛署藥製字第032265號,圓形,白
衛署藥製字第032267號,橢圓形,白
衛署藥製字第032268號,圓形,白
衛署藥製字第032275號,四邊形,白
衛署藥製字第032286號,圓形,白
衛署藥製字第032292號,膠囊,紅;;;紅
衛署藥製字第032311號,膠囊,棕
衛署藥製字第032312號,橢圓形,橘
衛署藥製字第032314號,四邊形,白
衛署藥製字第032320號,四邊形,黃
衛署藥製字第032327號,膠囊,灰;;;紫
衛署藥製字第032333號,膠囊,紅;;;白
衛署藥製字第032340號,四邊形,紅
衛署藥製字第032353號,三角形,橘
衛署藥製字第032358號,圓形,白
衛署藥製字第032361號,圓形,藍
衛署藥製字第032365號,圓形,綠
衛署藥製字第032367號,圓形,黃
衛署藥製字第032368號,六邊形,白
衛署藥製字第032372號,圓形,藍
衛署藥製字第032413號,橢圓形,黃
衛署藥製字第032420號,圓形,黃
衛署藥製字第032421號,圓形,橘
衛署藥製字第032490號,圓形,白
衛署藥製字第032492號,圓形,橘
衛署藥製字第032495號,橢圓形,橘
衛署藥製字第032500號,圓形,白
衛署藥製字第032504號,膠囊,橘;;;橘
衛署藥製字第032530號,圓形,橘
衛署藥製字第032561號,圓形,白
衛署藥製字第032570號,液劑(包含糖漿用粉劑),白
衛署藥製字第032579號,膠囊,橘;;;黃
衛署藥製字第032584號,圓形,綠
衛署藥製字第032619號,圓形,綠
衛署藥製字第032631號,四邊形,綠
衛署藥製字第032632號,橢圓形,黃
衛署藥製字第032642號,圓形,橘
衛署藥製字第032649號,圓形,藍綠
衛署藥製字第032651號,圓形,白
衛署藥製字第032694號,液劑(包含糖漿用粉劑),黃
衛署藥製字第032716號,三角形,白
衛署藥製字第032723號,圓形,白
衛署藥製字第032786號,圓形,白;;;黃
衛署藥製字第032801號,膠囊,橘;;;橘
衛署藥製字第032814號,圓形,白
衛署藥製字第032816號,圓形,白
衛署藥製字第032825號,圓形,白
衛署藥製字第032833號,膠囊,紅;;;白
衛署藥製字第032834號,圓形,藍
衛署藥製字第032858號,圓形,綠
衛署藥製字第032876號,圓形,白
衛署藥製字第032880號,圓形,黃
衛署藥製字第032893號,橢圓形,粉
衛署藥製字第032918號,橢圓形,橘
衛署藥製字第032926號,橢圓形,橘
衛署藥製字第032927號,圓形,橘
衛署藥製字第032942號,圓形,白
衛署藥製字第032945號,圓形,橘
衛署藥製字第032946號,膠囊,白;;;白
衛署藥製字第032948號,膠囊,紅;;;白
衛署藥製字第032949號,圓形,白
衛署藥製字第032950號,圓形,藍
衛署藥製字第032951號,圓形,黃
衛署藥製字第032952號,圓形,白
衛署藥製字第032969號,圓形,綠
衛署藥製字第032970號,圓形,黃
衛署藥製字第033023號,圓形,橘
衛署藥製字第033027號,圓形,綠
衛署藥製字第033049號,圓形,白
衛署藥製字第033052號,圓形,黃
衛署藥製字第033064號,四邊形,橘
衛署藥製字第033079號,圓形,黃
衛署藥製字第033081號,橢圓形,綠
衛署藥製字第033082號,圓形,白
衛署藥製字第033091號,圓形,白
衛署藥製字第033122號,橢圓形,黃
衛署藥製字第033124號,圓形,紅
衛署藥製字第033125號,圓形,黃
衛署藥製字第033128號,橢圓形,黃
衛署藥製字第033157號,圓形,綠
衛署藥製字第033163號,圓形,白
衛署藥製字第033170號,圓形,白
衛署藥製字第033172號,圓形,紅
衛署藥製字第033175號,圓形,白
衛署藥製字第033178號,圓形,白
衛署藥製字第033180號,圓形,黃
衛署藥製字第033181號,膠囊,棕;;;棕
衛署藥製字第033184號,圓形,黃
衛署藥製字第033185號,圓形,黃
衛署藥製字第033187號,圓形,白
衛署藥製字第033189號,圓形,黃
衛署藥製字第033190號,圓形,橘
衛署藥製字第033192號,液劑(包含糖漿用粉劑),粉
衛署藥製字第033194號,圓形,棕
衛署藥製字第033195號,圓形,白
衛署藥製字第033197號,圓形,白
衛署藥製字第033199號,膠囊,棕;;;棕
衛署藥製字第033201號,圓形,黃
衛署藥製字第033204號,圓形,白
衛署藥製字第033207號,橢圓形,白
衛署藥製字第033208號,圓形,粉
衛署藥製字第033220號,膠囊,白;;;白
衛署藥製字第033224號,圓形,白
衛署藥製字第033304號,橢圓形,粉
衛署藥製字第033382號,膠囊,紫;;;藍
衛署藥製字第033384號,橢圓形,粉
衛署藥製字第033387號,圓形,白
衛署藥製字第033389號,膠囊,粉;;;粉
衛署藥製字第033390號,橢圓形,白
衛署藥製字第033391號,圓形,藍
衛署藥製字第033411號,圓形,藍
衛署藥製字第033415號,六邊形,白
衛署藥製字第033429號,,
衛署藥製字第033433號,膠囊,白;;;白
衛署藥製字第033435號,圓形,綠
衛署藥製字第033438號,圓形,黃
衛署藥製字第033439號,顆粒劑、粉劑或散劑,綠
衛署藥製字第033441號,圓形,白
衛署藥製字第033442號,圓形,粉;;;粉
衛署藥製字第033449號,圓形,黃
衛署藥製字第033453號,膠囊,橘;;;白
衛署藥製字第033468號,膠囊,紅;;;紅
衛署藥製字第033471號,膠囊,藍;;;橘
衛署藥製字第033489號,圓形,白
衛署藥製字第033497號,膠囊,綠;;;透明
衛署藥製字第033504號,四邊形,白
衛署藥製字第033506號,圓形,黃
衛署藥製字第033518號,膠囊,棕;;;棕
